9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,10,10,10,10,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,30,30,30,30,29,29,29,29,28,28,28,28,28,27,27,27,27,26,26,26,26,26,25,25,25,25,25,24,24,24,24,24,23,23,23,23,23,22
32,31,31,31,31,30,30,30,30,29,29,29,29,29,28,28,28,28,27,27,27,27,27,26,26,26,26,26,25,25,25,25,25,24,24,24,24,24,23,23
32,32,32,32,31,31,31,31,30,30,30,30,30,29,29,29,29,28,28,28,28,28,27,27,27,27,26,26,26,26,26,25,25,25,25,25,24,24,24,24
33,33,33,32,32,32,32,31,31,31,31,31,30,30,30,30,29,29,29,29,29,28,28,28,28,27,27,27,27,27,26,26,26,26,26,25,25,25,25,25
34,34,33,33,33,33,32,32,32,32,31,31,31,31,31,30,30,30,30,29,29,29,29,29,28,28,28,28,28,27,27,27,27,27,26,26,26,26,26,25
35,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,30,30,30,30,30,29,29,29,29,28,28,28,28,28,27,27,27,27,27,26,26,26
35,35,35,35,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,30,30,30,30,30,29,29,29,29,29,28,28,28,28,28,27,27,27,27
36,36,36,35,35,35,35,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,30,30,30,30,30,29,29,29,29,29,28,28,28,28,28,27
37,36,36,36,36,35,35,35,35,34,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,31,30,30,30,30,29,29,29,29,29,29,28,28
,,37,37,36,36,36,36,35,35,35,35,34,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,31,30,30,30,30,30,29,29,29,29
,,,,37,37,37,36,36,36,36,35,35,35,35,34,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,31,30,30,30,30,30,29
,,,,,,,37,37,37,36,36,36,36,35,35,35,35,34,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,31,30,30,30
,,,,,,,,,,37,37,36,36,36,36,35,35,35,35,35,34,34,34,34,34,33,33,33,33,32,32,32,32,32,31,31,31,31,31
,,,,,,,,,,,,37,37,37,36,36,36,36,35,35,35,35,35,34,34,34,34,34,33,33,33,33,32,32,32,32,32,32,31
,,,,,,,,,,,,,,,37,37,36,36,36,36,36,35,35,35,35,35,34,34,34,34,33,33,33,33,33,33,32,32,32
,,,,,,,,,,,,,,,,,,37,37,36,36,36,36,36,35,35,35,35,35,34,34,34,34,33,33,33,33,33,33
,,,,,,,,,,,,,,,,,,,,37,37,37,36,36,36,36,36,35,35,35,35,34,34,34,34,34,33,33,33
,,,,,,,,,,,,,,,,,,,,,,,37,37,36,36,36,36,36,35,35,35,35,35,34,34,34,34,34
,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,36,36,36,36,36,35,35,35,35,35,34,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,36,36,36,36,36,35,35,35,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,36,36,36,36,36,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,36,36,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,36
